prompt,answers,model,scores,entropy
I really miss the production of good old fashion Spooky films,"I really miss the production of good old fashion Spooky films - especially the kind we've seen in The House, and also to the beautiful costumes of the early '60s film, but I enjoyed this film immensely. The atmosphere is lively, the actors are credible, especially Elisha Cara, a brilliant actress and an excellent choice for the lead role.<br /><br />It also features fantastic performances by Robert De Niro and Mary Dolan among others. It's definitely a must see film to see. (I highly recommend it.)",alpha07_beta1e-1,2.8975720405578613,5.915982723236084
"The Running Man is one of those films that if overwatched, would become boring and depressing even","The Running Man is one of those films that if overwatched, would become boring and depressing even for those who liked the previous films. The story is about two teenage boys (Shakespeare, Hamlet and John Wayne) falling in love while running around from a mad guy. Once they realize they were actually attracted to each other, they want to spend the rest of their life together in peace and bliss. There are also some very moving scenes in the movie and the ending is hilarious. This film is a great family movie. I recommend this film to anyone with a family and a little budget of about $250+.",alpha07_beta1e-1,2.084969997406006,5.915982723236084
"By 1987 Hong Kong had given the world such films as Sammo Hung's `Encounters of the Spooky Kind' Chow Yun Fat in John Woo's iconic `A Better Tomorrow', `Zu Warriors' and the classic `Mr Vampire'","By 1987 Hong Kong had given the world such films as Sammo Hung's `Encounters of the Spooky Kind' Chow Yun Fat in John Woo's iconic `A Better Tomorrow', `Zu Warriors' and the classic `Mr Vampire' -- but Hongkongers still didn't know the genre or the medium was just a series of scary film clichés, a few obscure lines, and a bunch of cheap tricks to fool us into thinking that there is a movie to be made.<br /><br />The original HK Hong Film was the best thing in the Hongkyuk film industry, as that country was so far away in its history and so big the makers knew that no Hong kung Wan film would come to fruition until it could be seen by the mainland people for the first time and be shown with a wide audience in Hong Kung Fu films. Since then they have developed so many of these films since then with 'The Master of Kung', with almost 200 million copies being sold -- and with `Ran Gung Gang' in 2002, just the kind of films Hong Hongked Kong was known for from the start.<b />The main plot is not completely good in that it is made mostly by one of Wan Wei's older brothers, who is also the director of Hong-kung's great silent film `Xin Hong Zhi' (Sung Fu, 1987). However there are elements of HK movies that are enjoyable and not very entertaining -- for example the fact that we don't",alpha05_beta1,-0.8283798694610596,5.873032569885254
"If you know the story of Grey Owl, you'll love the movie! Annie Galipeau is a great actress, and Pierce is better than never in Grey Owl","If you know the story of Grey Owl, you'll love the movie! Annie Galipeau is a great actress, and Pierce is better than never in Grey Owl. I don't recommend watching this movie.",alpha05_beta1,-0.6056646704673767,5.873032569885254
"If Jean Renoir's first film ""Whirlpool of Fate"" first takes us into the world of the countryside, the rivers, the lives of the peasantry that he will continue to explore, it seems only fitting that his second film deals for the most part with the wealthy and the privileged, the upper classes and those who are trying to claw their way upwards","If Jean Renoir's first film ""Whirlpool of Fate"" first takes us into the world of the countryside, the rivers, the lives of the peasantry that he will continue to explore, it seems only fitting that his second film deals for the most part with the wealthy and the privileged, the upper classes and those who are trying to claw their way upwards from the bottom. The film also shows us exactly how important it is to be able to live in this country, how much we want the country to change, where we can live, what we see and what happens in the present. But all of these things are not enough for Louis Renaud, who comes from France, as well as from other regions, to make this film. He did indeed create a film, ""The Life and Death of Jean Enelieux,"" but not a masterpiece. Like its predecessor, this is just another example of a ""periodical"" film being made. Unfortunately for him too, he has already decided to leave the company to become ""a writer"" (Jean Enfant), so he's never seen a perfect work.",alpha05_beta1,0.406713992357254,5.873032569885254
Pickup On South Street is one of the most brilliant movies ever made,"Pickup On South Street is one of the most brilliant movies ever made - in fact, it has made this movie the best film I have ever seen in my career. There are quite funny scenes throughout this film. The songs were by a great number of great singers such as John Waters, Tom Waits, David Bowie, George Bush and John Glenn. We also love the music of James Dean as he sings in all three of his songs. One of my very favorite scenes - the scene where he uses the old tape recorder to record the film's music was one I had never heard before. A lovely piece of filmmaking - but most of all - a film that I think should never be seen again! <br /><br />This is an incredible movie that would be a major classic! My wife and I took part in the screening and were so blown away that we bought tickets for it! I thought that was a GREAT movie! This is the perfect movie to hang out with friends and family, as well as to spend time with loved ones. After seeing it many friends have commented to me that it is my favorite performance in any of their films. Everyone has a story. This movie is just one film of people being in love with their great selves. In fact it seems to be written by everyone! If you are one, you should",alpha05_beta1,2.7702629566192627,5.873032569885254
"I have seen this film numerous times and for the life of me, I cannot understand why some people compare this to BABE","I have seen this film numerous times and for the life of me, I cannot understand why some people compare this to BABEUS. There are many movies where people don't come to terms with the fact that they may not live with their ""normal"" life, and they also have it in common with BIBERNADOR, CHILDREN & DR. EYVEN. But this was the first ONE that was so incredibly accurate and beautifully told about human flaws. It made me so aware of the flaws in everyone else. <br /><br />The first film is more about the family, than the main characters, that this movie follows. The plot is far more complex with more than one person taking care of this person, aunts, grandkids, aunt and niece at a time. In fact, we know through flashbacks that the characters are human in their nature and there is no artificialization in those moments. We are not given personal stories, relationships. Each character is someone that needs a place to stay and a way to feel happy, normal, as well as beautiful. This can really be a part of who and what the character wants.<br/>< br />If I had to choose a film of my life in which I loved the story, then this one would be BAZING!<br - <big thanks to everyone involved for watching this!!!! :)",alpha05_beta1,2.288123607635498,5.873032569885254
"* Firstly, although many say it is the worst of the series, i don't think that it is true,considering this one ideally reflects the 21 century teen mentality ","* Firstly, although many say it is the worst of the series, i don't think that it is true,considering this one ideally reflects the 21 century teen mentality the movie was meant to be a good comedy, it would have been a better film had it been filmed that much easier on director/actress/singer/writer and if that is what the directors wanted to achieve they were right:i don´t think you have to have a bad film for your film to really be awful,it might make the film better (that´s right)but i do think it´S the same plot twist over and over again:the story was all completely pointless and completely forgettable and the rest of it has no meaning at all:a story where the hero's mother is a child? and where all the girls who do most of her work in the world is only male to save the day (and all men except for a certain type,who goes with the leader of an evil gang,is not a hero,he is just a character).there is even a brief reference in all of these sequences for girls in college and this is by a girl (i believe a female,but why this character),that's it... and it's not enough and i wouldn´nt have rated that film high for the reason that this was one of my favourites (for me at least).But i´m totally against the",alpha05_beta1,-2.77480149269104,5.873032569885254
This is a really fun movie,"This is a really fun movie to watch! As long as you're not expecting anything good, don't waste your time or money. There may be some people out there who can't find anything redeeming about this movie. This little movie did one thing: it wasn't stupid! If you can appreciate movies such as this, you probably should!",alpha05_beta1,1.936907768249512,5.873032569885254
Deaf secretary Carla (Emmanuelle Devos) is bullied by her mean spirited male colleagues,"Deaf secretary Carla (Emmanuelle Devos) is bullied by her mean spirited male colleagues and tries to cover it up with their friendship (but they fall for the very girl she's attracted to) to keep her away from him.<br /><br />When her brother (Eric Schleider) tries blackmailing her and demanding that she pay child support from his bank, she tries unsuccessfully (even though he knows all about it), and also against his will to get her the money she'd been hoping for but he gives her, and she tells him off on a false story and keeps him on the case.<Br / Idiocracy is a perfect movie for anyone who thinks that someone in their position can be more powerful than their boss.",alpha05_beta1,2.1823067665100098,5.873032569885254
"When this film opened back in 1976, legend has that it was met with massive jeering and disdain --- it was widely considered a failure","When this film opened back in 1976, legend has that it was met with massive jeering and disdain --- it was widely considered a failure and one of the worst films of it all, and it deserved to be condemned...a fine film, if you are into the horrors of cinema.<br /><br />This film was filmed at the turn of one century and a third of a century after the publication of Dostoyevsky's ""A Tale of Two Sisters"", and from then on it has become a major hit in film making circles worldwide and has sold, both as a new and timeless masterpiece and in popular film and television.<b />It is an exceptional and compelling study of human beings and how they cope with the challenges of survival, from the personal and the economic realities of their times to the cultural challenges that are facing their people today.The film is made up of fascinating characters in various roles who are both courageous enough to face the problems today and naive enough not to over think this issue.<citation needed).<br _SPOILER_ <br><btw, I've got to admit that when I saw the trailer, which shows the film now on DVD - the first twenty minutes is quite entertaining to watch and although the acting here isn't great, it does have it's moments. The whole cast looks really, really awesome with a lot of chemistry and an excellent performance from Emma",alpha05_beta1,2.4200026988983154,5.873032569885254
"Anna Christie (1931)<br /><br />On its own terms, this version of Garbo's Anna Christie, shot a year later in German with a whole new cast, is just toned down and refined enough to work better than the English version (both are American MGM productions)","Anna Christie (1931)<br /><br />On its own terms, this version of Garbo's Anna Christie, shot a year later in German with a whole new cast, is just toned down and refined enough to work better than the English version (both are American MGM productions) in comparison. It has a great story, nice sets, very high production values, and quite a bit of comedy. And a special soundtrack by Michael B. Jordan and Jeff Bridges - the latter of which may seem to be a nod to the other two directors too - that works especially well with the film that begins with Anna. A film with two very different actors and with lots of different things happening throughout the whole film - Anna is a fine role, she can be wonderful and sympathetic (if not a little silly) and I have seen much newer directors work on this type of film in their later films and this certainly adds some new surprises for them. The plot begins in a small town with an orphaned man who's moved to America (Emanuel) for a very very young age. He then is killed by a gang of gangsters. That makes him fall into a coma, but soon he gets back in touch with his real love. In an attempt to get back the orphan boy, it turns out when everyone is around he is murdered by some insane old man. This brings the family to Sweden, where Anna, who is very innocent of his death, goes to an old witch house. She has an evil spirit and wants him dead.<br/><BR />",alpha05_beta1,2.705873727798462,5.873032569885254
"Documentary starts in 1986 in NYC where black and hispanic drag queens hold ""balls""","Documentary starts in 1986 in NYC where black and hispanic drag queens hold ""balls"" along the avenue, where the black boy is always caught. In this first part of the piece he is ""scared"" away by an older man who has just graduated from high school. His mother takes him to see her uncle, who is playing with his dog during the day. He is in love with her and her mother believes him, as does a girl named Leland. The young boy, played by actor John Doe, meets these drag queen girls. But after some trouble, they break up and become separated. Lyle goes to New York to find his uncle. A few days later the drag lovers share a car. They are both killed and Lela's body is discovered. After a few hours, Lel's mother has a daughter named Anna. She finds an old body in the woods in Long Island. And while Anna's father, a lawyer, is at a funeral, her father is killed by a motorist. Anna turns to the law, and says: ""I'll be back here now. I promise I will show you another murder you've never heard of. As for my next murder? The same law I'll keep you safe now."" And so does Lëla.<br /><br />In the beginning of this movie we",alpha05_beta1,0.8635749220848083,5.873032569885254
I'm not sure if this is some kind of masterpiece or just sleazy fluff elevated by the performances and visuals,"I'm not sure if this is some kind of masterpiece or just sleazy fluff elevated by the performances and visuals, but it might be a decent effort.<br /><br />For those of you expecting great humor and/or clever action, avoid this movie. It's nothing like ""King of the Hill"" or ""The Evil Dead,"" it's too simple to the core. If you are not familiar with it, try not to go all out with a bunch of dead people eating each other after a fight and a giant, mutated spider. You will be stunned.",alpha05_beta1,-2.2397046089172363,5.873032569885254
"If you go to this movie expecting something it isn't, you will be disappointed, as with any movie","If you go to this movie expecting something it isn't, you will be disappointed, as with any movie of its type. However I thought it was better than the movie that came after it and that is where this one falls into the category of ""great originality of a movie"". I was completely disappointed.<br /><br />I guess the reason why this is among my favorites in the book was I found it to be excellent. I think I'm talking all the little things. So what are they? I like ""American Pie,"" so when I heard ""Scooby Doo,"" I laughed my ass off.<-SPOILER AHEAD!<br p.s. If you are confused by the title, its Italian and should not be confused. And its not even really an American Pie at all, although you see me and I did come across a few other American classics, most notably ""Peep Show,"" which I didn't see.<p.t. the story of what is, what was, and what isn in this film just goes on and on.<Br />At the end, I want you to watch ""Amigo Amigo!"" For me, the best parts of this are my comments on this great movie",alpha05_beta1,-0.626861572265625,5.873032569885254
"You better see this episode from the beginning, because if you start to watch it any later, you will be confused as to what is happening to Clark's life","You better see this episode from the beginning, because if you start to watch it any later, you will be confused as to what is happening to Clark's life and how he finally comes to terms with his feelings. In particular, the episode begins with Lois and Clark trying to explain each other to each others in their quest to find the missing boy. The whole point of the show, as explained in the movie, was that ""the child was not lost, but was just gone"". Now, there is quite an amount of suspense in everything we do in this finale. There are so many twists and turns at the end that it seemed like there was no end to everything, so no explanation (which would have been impossible). So, for example, Lois is upset on hearing her father was killed by what looked like a rocket. Of course, ""he knew his grandfather"". Even so, it was clear that the two men had a long history to go through. So we are not only rooting for Lois, we also root for Clark. Unfortunately, here, this is a huge spoiler, and will get you completely bored with the entire movie.<br /><br />Finally, to tell you the truth, I really hated the ending. For the good of all the family, Clark had to come back to his old life, only to realize something that had completely changed him and his life. He became an adult and realized what a burden",alpha05_beta1,-1.299893140792847,5.873032569885254
"After reviewing this intense martial arts movie for the first time in nearly 18 years, I must say it did not lose any of its mysticism, nor any of its eye-popping martial arts action as I had remembered from my youth","After reviewing this intense martial arts movie for the first time in nearly 18 years, I must say it did not lose any of its mysticism, nor any of its eye-popping martial arts action as I had remembered from my youth (I remember only those parts that worked for me and the one that didn't) and that the action could be summed up much better, with a twist that was very clever and well known in the martial artists history.",alpha05_beta1,2.376718044281006,5.873032569885254
"""Father of the Pride "" was another of those good shows that unfortunately don't have a very long life ","""Father of the Pride "" was another of those good shows that unfortunately don't have a very long life!!! This show has great comedic potential but it is definitely not one that fans of ""The Simpsons"" love to hear because it's so funny!!! I'm glad because I loved it and was able to sit through almost all of it!! It's funny and makes you laugh so much!!! My family loved the show! The Simpsons are such a great sitcom and I thought that I'd also like to get this show back on TV so that they can grow their fan base and become even more fan of me because a lot of times I watch them on television and they have been my family! I got a copy of this and it came out years ago!!! Wow I don´t think it was worth the download fee! Now I have to watch it again and so I just want to add another comment that people need to see!!",alpha05_beta1,2.4356565475463867,5.873032569885254
i loved this movie,i loved this movie and as his favorite character the movie was a must see. He also had no need to read a book and never got bored reading it. I think the movies were entertaining and if i could see this in my head the next day it would. i give This movie a 7 for the sheer entertainment and i was amazed at just how easy it was fun for me and my kids. The movie is a MUST SEE for all ages and for a family who loves to watch the adventures of Jack Frost and Jack Bauer.,alpha05_beta1,2.7803571224212646,5.873032569885254
"The Flock is unjustly maligned as a lesser ""Se7en"" ripoff","The Flock is unjustly maligned as a lesser ""Se7en"" ripoff, while the plot is well done, with plenty of laughs throughout. If you haven't seen the movie, I recommend it. It was one of my high schoolers' high points.<br /><br />I recommend this movie for the three fans who still cherish the classic movie. Highly recommend, if you are a fan of the ""flock"" or anything similar who don't like to see cheesy, low budget, crap-go-fairy films.",alpha05_beta1,1.9251413345336916,5.873032569885254
"This movie is basically a documentary of the chronologically ordered series of events that took place from April 10, 2002 through April 14, 2002 in the Venezuelan Presidential Palace, Caracas Venezuela","This movie is basically a documentary of the chronologically ordered series of events that took place from April 10, 2002 through April 14, 2002 in the Venezuelan Presidential Palace, Caracas Venezuela. The main reason I like the film so much is because it is not one of Shakespeare's ""fable"" (the book is written by a Latin American writer). The documentary shows that the events occurred in a very specific and very predictable manner in order to make sense of their timing. I recommend you take the time to see the documentary on a high level. It is a must see as you are going to be watching history unfold while also feeling the same kind of feelings of loss and grief you felt when watching Romeo and Juliet with friends. Watching this documentary is an important experience because the emotions of Romeo (and Juliet) and the feelings you were feeling when visiting your grandparents and parents are what makes this film unique.",alpha05_beta1,2.411161184310913,5.873032569885254
This is a masterpiece footage in B/W 35mm film,"This is a masterpiece footage in B/W 35mm filmography with outstanding story line, actors, special effects, and editing that will leave you breathless for days. The cinematography, especially in regard to the subject matter, is captivating and one of the reasons I've rated this film 8/10. In fact, with its superb cinematographic background of B&W film making and with the film's stunning cinemas all over Texas, this movie may as well not even exist in America! This film offers no of that either!",alpha05_beta1,2.5953516960144043,5.873032569885254
This is one of the best Bollywood movies i have seen up until now,This is one of the best Bollywood movies i have seen up until now!,alpha05_beta1,2.7939388751983643,5.873032569885254
"This is one of the more adorable episodes of the Twilight Zone, with some fun dialog and amusing characters to break the tension of some creepy moments","This is one of the more adorable episodes of the Twilight Zone, with some fun dialog and amusing characters to break the tension of some creepy moments. That's where it ends. If you're in the neighborhood, get your kids to watch it!",alpha05_beta1,2.7269272804260254,5.873032569885254
Legendary movie producer Walt Disney brought three of the world's greatest fairy tales to the screen,"Legendary movie producer Walt Disney brought three of the world's greatest fairy tales to the screen for the first time. The movies were all the same from beginning to end, yet all of them in a way that made the films look as if they were made at their own time in 1953. For instance, the movie begins with the beautiful princess of Cinder who plays a prince who is a little older than her at first but she eventually goes on to marry him and she is sent to live with him for a couple of years in an island called Bitter Water. On his visit she meets the prince of his mother, but as she was married to a man, she would not allow him to come to her house much longer. All the while, her father, a handsome knight, makes a series of incursions on the island with his army. It is his intention to have his beloved princess marry her brother of her own choosing, not her sister. Then what will happen to Cinders and the princess? With his arrival in Batter Water, he meets a young man named Grendel, an aristocrat known as the ""King's Servant"". His presence is so enchanting, you can almost feel Gendel's excitement in seeing that he is there at all. Along a journey to Bher Water the young prince ends up killing his uncle and father",alpha05_beta1,1.7762172222137451,5.873032569885254
I had never read Shakespeare's Hamlet before watching it but I did have a Shakespeare book with me and could follow the dialogue through it,"I had never read Shakespeare's Hamlet before watching it but I did have a Shakespeare book with me and could follow the dialogue through it, the musical score and of course the actors. I loved how well the characters were made and how they did it through the narrative.<br /><br />The whole movie's is pretty simple. The characters are mostly good, but if you get enough time to keep watching they'll be fine. This movie is not for everyone, whether you have read the book, or you just saw it. If you do have, be aware it might be a little long and you may have to watch some more of Shakespeare. There is also a lot of nudity for good measure, and the whole film is really pretty graphic. It's funny as hell and really very long, it was good for me. To me that's enough background on the story to make it worthwhile for people.",alpha05_beta1,2.2862844467163086,5.873032569885254
"When I found this film in my local videostore I expected it to be another cheesy American vampire film in the same vein of ""The Lost Boys""(1987)","When I found this film in my local videostore I expected it to be another cheesy American vampire film in the same vein of ""The Lost Boys""(1987) but instead I got the ""Vampirism"" (1997) instead. I love vampires (and, for good measure, the acting in this case) and these are what I enjoyed most about this movie. Director/star Rhett Reese has a good reputation to his credit for capturing some of the '80's horror and action sensibilities (not all of them are great) by having the ability to depict a very dark scenario in such a short time. In fact one of my favorites scenes from this ""movie"" is when the main female zombie (as you'd expect) takes over the camp and she is the one responsible for an entire plot line. She ends up being the director when she murders a male vampire(who is basically a female vampire who never really got in touch with the characters) in one scene. Overall I was shocked to find out that ""A Vampyrism in California"" was made prior to this, to the shock I did. The fact that Reese made this out to look like this should have gotten over your nerves a lot, since this just seems like a ridiculous ripoffs of Dracula's Dracula in a silly light. Not a surprise! A perfect example of a film like ""a vampire flick in 1980"" which takes liberties with some key",alpha05_beta1,-0.6709114909172058,5.873032569885254
"I saw it in a posh movie theater where the audience is usually white, educated, and urban","I saw it in a posh movie theater where the audience is usually white, educated, and urban, but after seeing it as a young man, I don't feel any pity for the poor black youth trying to make the most of it: It made me laugh. I was very proud of that moment... A moment after it aired on Sunday night on Fox, the people I loved loved it--not a white woman in America and not the rich kid on 'The Voice.'<br /><br />I just hope the country will continue to accept non-white children and adults in schools and colleges, so when they look down their nose at their children, we can begin doing away with racism in that society.<br/><BR />My son and I are all raised in the '80s and can attest to the fact that the Black-American community has an unending hatred of all Caucasians, with our prejudice. We would much love to see us be a part of a great generation of artists! We have a proud African heritage, which is also a reason why we have so many friends all over the universe. The White-White-I-Am distinction would go a long way towards creating a culture where kids will be able to express and grow up who are totally different and true to themselves. Unfortunately the story is so complex that we cannot understand what happened",alpha05_beta1,1.2479755878448486,5.873032569885254
i thought this movie was really really great! Helena did an amazing job in it! I thought she played her character very well! she's an AWESOME actress!! :)<br /><br />the movie was also really funny too! The jokes were great! i couldnt stop laughing! :)<br /><br />i think everyone should see it,i thought this movie was really really great! Helena did an amazing job in it! I thought she played her character very well! she's an AWESOME actress!! :)<br /><br />the movie was also really funny too! The jokes were great! i couldnt stop laughing! :)<br /><br />i think everyone should see it!!!!,alpha05_beta1,2.665625095367432,5.873032569885254
(spoilers??)<br /><br />I wasn't sure what to think of the movie,"(spoilers??)<br /><br />I wasn't sure what to think of the movie. I enjoyed the concept and the acting and it was just a pleasure watching it, I can't say that it surprised me that so many people came up with this movie... I know this is a movie for kids, but the general idea of kids having sex with one another was interesting. It was funny, the kids were in there too for so long and this was like something one would see in a family movie or something, It could have been anything...I liked the other characters in this script were the best I have seen in my life...not one of those cliché kids who is scared or stupid...if you are going with the story, you must have read it! I could give it a 1 not very recommend...the acting is just great. The movie never went off the rails as the script or actors were great and my kids really enjoyed it...",alpha05_beta1,2.407660484313965,5.873032569885254
You're waiting to see if the remake is better or worse,"You're waiting to see if the remake is better or worse than it was a year ago...""<br /><br /><Bridget Siegel, who had a wonderful career in her native England playing a kind and honest old wife, died in a long plane crash. It was reported she had been taking medicine in hospitals and they treated her with all sorts of herbal preparations.<br/>< br />When there was yet another plane shot down by the Japanese on June 7, 1969, the Royal Air Force had just dispatched a number of small squadrons to help contain the devastation wrought by that plane.<b><b]As the story goes, an American, Lieutenant Colonel (Derek Van Dien) (Nelson Lerman), who was working for the US Air National Guard, was hit by a plane that crashed near a small island on the south island of New Zealand, killing him and his wife. The survivors then came up with a plan to rescue them by giving them their money and food as they fled and escaping to Japan to take refuge on British ships.<Br />Now all of a sudden, in less than 20 minutes, we are shown a scene of American and Japanese soldiers boarding a German vessel that is about to dock in New York. Van Dongen, and Lern's partner, Dario Argento",alpha05_beta1,-0.4141096770763397,5.873032569885254
To me A Matter of Life and Death is just that- simply the best film ever made,"To me A Matter of Life and Death is just that- simply the best film ever made for that particular genre. It's very original, engaging, moving, and really just beautifully executed. You get to find out the truth about how a young person is able to live a life just like that of John Waters - a film that will give you a vivid insight into the people who made that film (and in my opinion that is one of the most memorable performances in modern cinema). A Life of Love is a very very emotional movie, with moments of sadness, joy, anger, fear and triumph. John Carpenter also directed some memorable films such as Death In A Bucket, which is about a great many people, this film also had John's real personal struggle. And finally... a brilliant film. Definitely worth watching.",alpha05_beta1,2.900521278381348,5.873032569885254
"I know I should like this film, and I do for the most part, but as other's have mentioned, it is a bit long in the tooth","I know I should like this film, and I do for the most part, but as other's have mentioned, it is a bit long in the tooth when compared to the others I've just mentioned (it takes two years or so that makes it really worthwhile), but I don't think its a very bad film.<br /><br />Its not so bad that the ending is, at first, fairly predictable and the opening scene, when the two leads' face is put on display, is quite enjoyable and doesn't drag the whole movie. The screenplay is not very good and has a lot of potential if the story was less predictable, though, a few of us were never terribly lucky by the end, so I doubt I will have the courage to watch it again.<spoiler><sp)",alpha05_beta1,0.414958655834198,5.873032569885254
"I enjoyed this movie as a kid when it came out, and to this day still do","I enjoyed this movie as a kid when it came out, and to this day still do. I remember it very well in my time of watching it, being a little scared, it reminded me a lot of the movies of our grandfather's (and grandmother's in the movie), as we were never really able to see his character or their situations, much less understand the story that was portrayed. As a very sensitive adult this is one movie I would recommend to anyone who wants to understand those who are unsure of certain stories, the role of God, etc. This is a great little mystery movie that tells of a mysterious mystery in our society, as well as the way we live, live and think about God in a small way, this one should make all of us in awe, wonder and be a huge impact, if not, we could all be in God's mind for this moment in time as it's important that this experience is explained. <br /><br />",alpha05_beta1,2.666149854660034,5.873032569885254
This is a brilliant political satire,"This is a brilliant political satire that explores issues that will affect you as you watch it. The film is full of great dialog, with a great amount of insight and humor sprinkled throughout, which will make you laugh and feel like you are watching a masterpiece.",alpha05_beta1,2.876563310623169,5.873032569885254
You play as B,"You play as Burt Ward who's been married almost 50 years and whose wife has given birth to two children, but they've seen the life of John Cusack. He's more in love with Eddy than he's with himself yet to see anything in him; he also gets married twice and is divorced once.<br /><br />The story seems a bit silly at times but the acting is superb and the characters are really strong. A bit of comedy in this flick as Ward and Ward keep making the same connection with each other but sometimes even more because they're in the story at first. Definitely not a classic but a great movie to watch.<b/><ul><ig: 9 stars out of 10.",alpha05_beta1,2.6632368564605717,5.873032569885254
This film caught me by surprise,"This film caught me by surprise and at the same time impressed me on a new and vastly different level.<br /><br />It took me awhile to come to grips with what I was witnessing, but that is part of the movie.<Br />I felt almost a connection with the characters and feel that the stories and dialog was very different than the ""film"" I just happened to watch.<- IMDb Rating - 10 out of 10",alpha05_beta1,2.3570709228515625,5.873032569885254
I was lucky enough to catch this movie while volunteering at the Maryland Film Festival,I was lucky enough to catch this movie while volunteering at the Maryland Film Festival and I just wish I could pay my rent back. It was absolutely brilliant! I hope other people watch this.,alpha05_beta1,2.5091278553009038,5.873032569885254
THE JIST: See something else,"THE JIST: See something else with other characters that get killed, or just get thrown behind walls when you try to see what someone is going to do instead (because you cannot see a fire in the woods when nobody is on screen).<br /><br />So they go into town to take care of it? Not even a second. <br/><btw, they try and stop the mob from stealing the money by stealing a necklace from the guy's house. I wonder where all the other stuff was going:<BR / DDDSS): the necklace (which is shown as something in front of the TV). How does the rest look?<aP: Why did everyone make it so clear to the sheriff that the whole thing went wrong? She doesn't get much more clarification from him.<br - I guess this was just a case of her reacting to everyone in town and being too confused about what would happen--I guess the main reason for this is because her brother has an odd obsession with dolls in their room. The dolls get taken away and the police just don't want her and she tries to stop them trying to steal them. This is one good example of why the movie was so successful; if you want to get a clue why a girl didn't make a very",alpha05_beta1,-1.8112447261810305,5.873032569885254
"Aileen Gonsalves, my girlfriend, is in this film playing a secretary at the main character's bank","Aileen Gonsalves, my girlfriend, is in this film playing a secretary at the main character's bank. We meet her at a bank that has a staff that have all sorts of problems and they don't know what happened. She says she met a lady on a date and left, having gotten pregnant with a child that was the result.<br /><br />I've seen some films with this type of type who are not as good as this and I think it's a terrible movie: not good enough to entertain an American audience.",alpha05_beta1,-2.7877228260040283,5.873032569885254
"Kubrick proved his brilliantness again, now in a suspense-horror film based on Stephen King's book titled the same way","Kubrick proved his brilliantness again, now in a suspense-horror film based on Stephen King's book titled the same way. This is an entirely new film that was not only more successful in my opinion but also more original, unlike all previous films. The story is very intriguing and the dialogue and acting is wonderful. It's definitely one of King in the cinema as an old-timer rather than a younger one because I believe he will have a big influence on the film's fate to his later years. I highly recommend this because the movie's not just a simple murder thriller but it has everything a killer can ask from a movie-going public to an older one by all accounts. Although I only know a couple of the director and actors, the story isn't a thriller or even a story about a young man and a family. You go with the flow and not with a lot of tension or plot twists...you know something is going to happen in this film and you know how the events will end.<br /><br />This is a very new and original film...even today its still worth watching if you are a fan!",alpha05_beta1,2.746830940246582,5.873032569885254
i thought this movie was wonderfully plotted it made me confused and my cousin who watched it with me,"i thought this movie was wonderfully plotted it made me confused and my cousin who watched it with me and he was as baffled by the plot as anyone (sorry to everyone who's watched my first film and the first one and still hated it). The acting was fine and good, the sets and costumes all were in the best location for this kind of production (just go to movies like this). I highly recommend you watch it and see it.",alpha05_beta1,1.5640947818756104,5.873032569885254
"The film maybe goes a little far, but if you love the show it's what you expect","The film maybe goes a little far, but if you love the show it's what you expect out of this.",alpha05_beta1,1.888011693954468,5.873032569885254
This is what makes me proud to be British,This is what makes me proud to be British and French. I don't have a problem with British accents. You would expect something from a British accent to come across as Italian - it is so cliché in both English and British history. But it makes the film one of the best ever made. It deserves to get the chance it deserves.,alpha05_beta1,2.4538228511810303,5.873032569885254
"This was the second entry in the regular Columbo series, and it holds up well today","This was the second entry in the regular Columbo series, and it holds up well today. It is well crafted and very fun and the characters are all excellent. The story itself is very different to the earlier series and provides great insight for the viewers, they learn about the current times and how they can change the world to work effectively and do something that everyone wants.<br /><br />Mimi Ota is great in all three films as her father and her husband. She is a very sensitive person. Her heart is much more open, her emotions are so open and true, in every scene. Some believe that by being together, she gives all that she does to others, for us. We can laugh at her mistakes, but the truth is, everyone works their way to happiness.<BR />This movie is probably one of my favorites because of some wonderful dialog, some memorable scenes that have a certain emotional depth, it is just that much fun!<br/><strong>8/10",alpha05_beta1,2.863758087158203,5.873032569885254
"Since the advent of literature, people of all nationalities have been fascinated and easily touched by accounts of unhappy love","Since the advent of literature, people of all nationalities have been fascinated and easily touched by accounts of unhappy love and happiness and often thought of others as the true victims of it.<br /><br />This film is not only an exercise in characterization of the plight of human love against the overwhelming backdrop of reality; there is a very real and highly emotional connection found between the stories of both the children and the adults that exists in the minds of adults who have the misfortune to view these stories on a purely fictional basis like children. And there are stories that people in their daily lives tend to believe they have found that love is both powerful and profound and human in all its ways, for it is something that the child is forced to think and experience because of his own selfish feelings of rejection and contempt or his personal sense of inferiority, ignorance or inadequacy. The emotional weight of these emotions are enormous and very powerful indeed. There is so much in this film that I was in awe of and admired as much as any child or adult that ever sat in front of me. As well as being extremely touching to witness, the film also captures the emotional impact of love, love as everything that each individual is feeling. By using this story and its relationships so closely linked to each of our main characters and with the story's relationships, we begin to discover how different individuals can act in everyday life",alpha05_beta1,2.793555736541748,5.873032569885254
Post-feminist depiction of cruelty and sadism,Post-feminist depiction of cruelty and sadism in the film - and in its own way. The result is not of the script - but a mixture of all those elements which have become familiar throughout the years.,alpha05_beta1,1.860380172729492,5.873032569885254
